127.0.0.1 - - [15/Mar/2023:12:35:56 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:37:50 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:39 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:46 +0530] "POST /Project/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:46 +0530] "GET /Project/after-admin-login.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:39:57 +0530] "GET /Project/add-customer.jsp HTTP/1.1" 200 6018
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:27 +0530] "POST /Project/AddCustomer HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:27 +0530] "GET /Project/add-customer.jsp HTTP/1.1" 200 6018
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:34 +0530] "GET /Project/display-customer.jsp HTTP/1.1" 200 7655
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:34 +0530] "GET /www.google-analytics.com/analytics.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:34 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:48 +0530] "GET /Project/DeleteCustomer?cid=C20210206083632 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:48 +0530] "GET /Project/display-customer.jsp HTTP/1.1" 200 7132
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:40:48 +0530] "GET /www.google-analytics.com/analytics.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:28 +0530] "GET /Project/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:28 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:39 +0530] "POST /Project/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:39 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:47 +0530] "POST /Project/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:47 +0530] "GET /Project/after-admin-login.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:52 +0530] "GET /Project/after-admin-login.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:44:54 +0530] "GET /Project/add-product.jsp HTTP/1.1" 200 6057
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:16 +0530] "POST /Project/AddProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:16 +0530] "GET /Project/add-product.jsp HTTP/1.1" 200 6148
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:21 +0530] "GET /Project/update-product.jsp HTTP/1.1" 200 7664
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:21 +0530] "GET /www.google-analytics.com/analytics.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:21 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:52 +0530] "GET /Project/logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:52 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:57 +0530] "POST /Project/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:45:57 +0530] "GET /Project/index.jsp HTTP/1.1" 200 2424
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:08 +0530] "POST /Project/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:08 +0530] "GET /Project/after-admin-login.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:14 +0530] "GET /Project/add-product.jsp HTTP/1.1" 200 6055
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:40 +0530] "POST /Project/AddProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:40 +0530] "GET /Project/add-product.jsp HTTP/1.1" 200 6146
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:50 +0530] "GET /Project/update-product.jsp HTTP/1.1" 200 7733
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:50 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:55 +0530] "GET /Project/DeleteProduct?prodId=P20210206010147 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:55 +0530] "GET /Project/update-product.jsp HTTP/1.1" 200 7218
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:46:56 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:08 +0530] "GET /Project/add-customer.jsp HTTP/1.1" 200 6018
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:35 +0530] "POST /Project/AddCustomer HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:35 +0530] "GET /Project/add-customer.jsp HTTP/1.1" 200 6018
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:44 +0530] "GET /Project/display-customer.jsp HTTP/1.1" 200 7105
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:44 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:50 +0530] "GET /Project/add-shop.jsp HTTP/1.1" 200 6016
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:54 +0530] "GET /Project/view-shops.jsp HTTP/1.1" 200 6495
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:47:57 +0530] "GET /Project/add-shop.jsp HTTP/1.1" 200 6016
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:19 +0530] "POST /Project/AddShops HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:20 +0530] "GET /Project/add-shop.jsp HTTP/1.1" 200 6101
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:30 +0530] "GET /Project/view-shops.jsp HTTP/1.1" 200 7091
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:30 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:35 +0530] "GET /Project/DeleteShops?sid=S20210213105056 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:35 +0530] "GET /Project/view-shops.jsp HTTP/1.1" 200 6574
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:40 +0530] "GET /Project/purchase-product.jsp HTTP/1.1" 200 6267
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:53 +0530] "POST /Project/PurchaseProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:48:53 +0530] "GET /Project/purchase-product.jsp HTTP/1.1" 200 6358
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:01 +0530] "GET /Project/view-purchase-product.jsp HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:09 +0530] "GET /Project/sales.jsp HTTP/1.1" 200 6548
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:16 +0530] "POST /Project/sales-data.jsp HTTP/1.1" 200 6683
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:28 +0530] "GET /Project/add-vendor.jsp HTTP/1.1" 200 6030
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:39 +0530] "GET /Project/view-vendors.jsp HTTP/1.1" 200 6499
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:40 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:49:44 +0530] "GET /Project/add-vendor.jsp HTTP/1.1" 200 6030
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:09 +0530] "POST /Project/AddVendor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:09 +0530] "GET /Project/add-vendor.jsp HTTP/1.1" 200 6112
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:18 +0530] "GET /Project/view-vendors.jsp HTTP/1.1" 200 7096
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:18 +0530] "GET /binarytheme.com/BTlivedemos/2014/08/29/horizontal-admin/assets/js/images/sort_both.html HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:21 +0530] "GET /Project/DeleteVendor?vid=V20210213104706 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:21 +0530] "GET /Project/view-vendors.jsp HTTP/1.1" 200 6579
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:28 +0530] "GET /Project/daily-report.jsp HTTP/1.1" 200 5687
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:41 +0530] "GET /Project/view-purchase-product.jsp HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:44 +0530] "GET /Project/daily-report.jsp HTTP/1.1" 200 5687
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:54 +0530] "GET /Project/view-purchase-product.jsp HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:50:58 +0530] "GET /Project/daily-report.jsp HTTP/1.1" 200 5687
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:03 +0530] "GET /Project/sales.jsp HTTP/1.1" 200 6548
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:05 +0530] "GET /Project/view-purchase-product.jsp HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:07 +0530] "GET /Project/purchase-product.jsp HTTP/1.1" 200 6267
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:14 +0530] "POST /Project/PurchaseProduct HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:14 +0530] "GET /Project/purchase-product.jsp HTTP/1.1" 200 6358
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:16 +0530] "GET /Project/daily-report.jsp HTTP/1.1" 200 5687
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:19 +0530] "GET /Project/daily-report.jsp HTTP/1.1" 200 5687
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:23 +0530] "GET /Project/sales.jsp HTTP/1.1" 200 6548
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:25 +0530] "GET /Project/view-purchase-product.jsp HTTP/1.1" 200 5915
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:30 +0530] "GET /Project/after-admin-login.jsp HTTP/1.1" 200 5412
0:0:0:0:0:0:0:1 - - [15/Mar/2023:12:51:32 +0530] "GET /Project/add-product.jsp HTTP/1.1" 200 6055
